text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
Influential Roman: I know you are his friend.,0,0,0,0,0,0,0,1
Influential Roman: Talk him up.,0,0,0,0,0,0,0,1
Remember that influential Roman gentleman friend of McCarrick who said that Bergoglio could reform the Church in 5 years?,0,0,0,0,0,0,0,1
"How fortuitous and revelatory that McCarrick, the Molester would divulge his personal role in the pre-Conclave lobbying effort to elect Jorge Bergoglio as Pope.",1,0,0,0,0,0,0,0
"Molester McCarrick: I was surprised and said, What about Bergoglio?",0,0,0,0,0,0,0,1
Molester McCarrick: I don’t think so.,0,0,0,0,0,0,0,1
Molester McCarrick: What could he do?,0,0,0,0,0,0,0,1
Molester McCarrick: That’s interesting.,0,0,0,0,0,0,0,1
Molester McCarrick: I hope I am.,0,0,0,0,0,0,0,1
"Molester McCarrick'll vouch for ya, Francis!",0,0,0,0,0,0,0,1
"As the DC roommate and protege of Ted McCarrick, Farrell so respected McCarrick, the Molester, that he fashioned his Coat of Arms as a tribute to Uncle Ted.",0,0,0,0,0,0,0,1
"And talk him up, McCarrick the Molester did!",0,0,0,0,0,0,0,1
"Yes, the clever and tyrannical Bergoglio, through his manipulation of synods, footnotes, exhortations, personal phone calls, airplane pressers, and correspondence has nearly completed his task of modernizing the Roman Catholic Church in the past 5 years.",0,0,0,0,0,0,0,0
The McCarrick scandal created an earthquake in the Catholic Church with aftershocks that will last for years.,0,0,0,0,0,0,0,0
The timing is eerily propitious and providential based on the 5 year deadline.,0,0,0,0,0,0,0,0
"We must close ranks before another precious child is exploited, a holy seminarian is violated, or another homosexual orgy is covered up at the Vatican.",0,0,0,0,0,0,0,0
"If it weren’t so infuriating, it would be laughable that following the McCarrick scandal of sexual predation of young males and seminarians, by a Cardinal, and covered up by Bishops, the Catholic Church would host a Synod of Bishops on the topic of young people and vocations!",0,0,0,0,0,0,0,0
Farrell’s pathetic and laughable defense “I never knew anything about McCarrick” video highlights the continuing conspiracy of denial by the U.,0,0,0,0,0,0,0,0
"Not surprisingly, Baldisseri never once mentions that dreaded word, dogma in the Instrumentum Laboris, but effuses about accompaniment 136 times!",0,0,0,0,0,0,0,0
Expose and rout every last predator.,0,0,0,0,0,0,0,1
Purge every homosexual from its clerical ranks.,0,0,0,0,0,0,0,1
The unmasking of McCarrick exposed the pervasive prelate coverup of homosexual sexual predation in the American Catholic Church.,0,0,0,0,0,0,0,0
” Now we know what “reform the Church” looks like in the Bergoglian papacy.,0,0,0,0,0,0,0,1
"Yet, fame is and predation is unrelenting, even for Popes.",0,0,0,0,0,0,0,0
Will the laity step up and reclaim our hijacked Catholic Church?,1,0,0,0,0,0,0,0
Bergoglio’s upcoming Synod on Young People will serve as the culminating vehicle for the 5 year modernist reform of the St. Gallen Mafia.,1,0,0,0,0,0,0,0
Are you thoroughly disgusted by this farce? The Bishops have proven that they cannot be trusted to protect young people and seminarians from predators.,0,0,0,0,0,0,0,0
"Farrell’s graciously offers notorious praise for Martin’s new book, Building a Bridge (to hell, ed.",0,0,0,0,0,0,0,0
All credibility is lost.,0,0,0,0,0,0,0,1
"And what of the infamous Instrumentum Laboris, drafted by the crafty Cardinal Baldisseri, Secretary General of the Synod of Bishops, noteworthy of the infamous First Synod on the Family?",0,0,0,0,0,0,0,1
"This doltish and dimwitted document wreaks of psycho babble, insults the intelligence of young people, and will destroy the future of the Church.",0,0,1,0,0,0,0,0
I don't know any American citizen who is a 5x felon and could get away with killing someone with a stolen gun.,0,0,0,0,0,0,1,0
Trump Slams “Disgraceful Verdict” After San Francisco Jury Acquits “Kate’s Law”-Victim’s Killer,0,0,0,0,0,0,0,0
A disgraceful verdict in the Kate Steinle case!,0,0,0,0,0,0,0,0
The backlash to his release into the community crescendoed when Donald Trump invoked Ms.,0,0,0,0,0,0,0,0
"Steinle’s death in July 2015 fed into a fierce debate over whether immigrants without legal status should be deported more aggressively, and over the role local law enforcement should play.",0,0,0,0,0,0,0,0
"The public defender wasted no time in focusing his thoughts on President Trump and his administration…saying Zarate was “extremely relieved” by the outcome and that while Steinle’s death “was a horrible tragedy,” it was used as “political fodder for then candidate Donald Trump’s anti-immigration agenda.",0,0,0,0,0,0,0,0
"Adachi added, “Despite the unfairly politicized atmosphere surrounding this case, jurors focused on the evidence, which was clear and convincing, and rendered a just verdict.",0,0,0,0,0,0,0,0
"“When jurisdictions choose to return criminal aliens to the streets rather than turning them over to federal immigration authorities, they put the public’s safety at risk,” the statement said.",0,0,1,0,0,0,0,0
“San Francisco’s decision to protect criminal aliens led to the preventable and heartbreaking death of Kate Steinle.,0,0,0,0,0,0,0,0
I seriously feel like buying my own damn bricks & building this damn wall myself!,0,0,0,0,0,0,0,0
So flipping outraged by this unjustice!,0,0,0,0,0,0,0,0
"May San Francisco rot in hell! #KatesLaw — Mike (@Bigly45) December 1, 2017",0,0,0,0,0,0,0,0
The #KateSteinle verdict is an endorsement of murder.,0,0,0,0,0,0,0,0
This is outrageous!,0,0,0,0,0,0,0,0
A great injustice has been done.,0,0,0,0,0,0,0,0
Zarate and his defense team maintained the argument that the suspect found the stolen weapon on the pier that day and it “just fired.,0,1,0,0,0,0,0,0
"SF city just proved beyond a shadow of a doubt that they dont care if YOU, or others get killed by their policies.",0,0,0,0,0,0,0,0
I grieve from the bottom of my heart for the Steinle family who must be personally suffering from this injustice.,0,0,0,0,0,0,0,0
"An Arizona man who sold ammunition to the gunman in the deadliest mass shooting in modern U.S. history was disturbed that he didn't spot any suspicious signs about his one-time customer, the man's lawyer said Wednesday.",0,1,0,0,0,0,0,0
"“He is as connected (to Paddock) as the guy who sold him a hamburger for lunch,"" Victor said.",0,1,0,0,0,0,0,0
"In yet another striking example of a widespread cover-up currently underway regarding the worst mass shooting in American history, new air traffic control audio has been released that details the fact that there were multiple active shooters on the airports property which is extremely close to the venue where at least part of the attack took place.",0,0,0,0,0,0,0,0
"From dozens of eyewitness reports, including Suchomel’s, that clearly indicate the presence of multiple shooters, to the possibility of helicopters being used in the attack, the American people are clearly not being told the truth. It is also important to keep in mind that multiple investigative reports conducted by other alternative media outlets have actually named government officials and private companies that may be behind the attack and so far there has been no official denial from either.",0,0,1,0,0,0,1,0
This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,0,0,1,0,0,0,0,0
"“We all have different opinions of our president, but we don’t take it out on innocent kids who just happen to have a hat on,” Gavino Zarate, secretary of the Harris County Green Party told Heavy.",1,0,0,0,0,0,1,0
The reality is that the Democrats are as much to blame for the corrosive and ugly rhetoric in America today as Donald Trump is.,0,0,0,0,0,0,0,0
"Down in San Antonio, Texas the dangerous and violent predilections of the left reared its ugly head once again.",0,0,0,0,0,0,0,0
A “man” attacked a teenager who was wearing a #MAGA hat.,0,1,0,0,0,0,0,1
Communist Door Boy Attacks Teen Trump Supporter,1,0,0,0,0,0,0,0
"The criminal attacker, one Kino Jimenez, took the boy’s hat, yelled at him, and then threw a drink in the boy’s face before walking off (and stealing",1,1,0,0,0,0,0,0
Is this the America Maxine Waters wanted?,0,0,0,0,0,0,1,0
"Immediately upon learning of the altercation, the bar announced that it had fired Jimenez because they believed such behavior was immoral, uncalled for, and not in keeping with Rumble’s welcoming personality.",0,0,0,0,0,0,0,0
Contrary to what you might believe about Jimenez… he is/was NOT a Democrat!,0,0,0,0,0,0,0,0
We are not violent. We do not take our aggression out on innocent young people.,0,0,0,0,0,0,0,1
"THIS BAR IS A SAFE SPACE FOR EVERYONE! No matter your race, creed, ethnicity, sexual identity, and political stance, you are welcomed here!",0,0,0,0,0,0,0,1
“In what can only be described as a “WTF video” the following footage seems to literally show a team of unknown soldiers gearing up next to a helicopter near the Route 91 concert.,0,0,0,0,0,0,0,0
"While we may never know what actually happened during the Las Vegas Massacre, the fact remains that the official story has been proven, time and time again, to be absolutely false and in fact nothing more than a pathetic attempt at a cover-up.",0,0,1,0,0,0,0,0
